Alamance,166436
Alexander,37353
Alleghany,11161
Anson,24877
Ashe,27109
Avery,17505
Beaufort,47079
Bertie,19026
Bladen,33190
Brunswick,136744
Buncombe,259103
Burke,90382
Cabarrus,211342
Caldwell,82029
Camden,10710
Carteret,69524
Caswell,22698
Catawba,158652
Chatham,73139
Cherokee,28383
Chowan,14029
Clay,11139
Cleveland,97645
Columbus,55655
Craven,102912
Cumberland,332330
Currituck,27072
Dare,36501
Davidson,166614
Davie,42733
Duplin,58856
Durham,316739
Edgecombe,52005
Forsyth,379099
Franklin,67560
Gaston,222846
Gates,11573
Graham,8484
Granville,60115
Greene,21012
Guilford,533670
Halifax,50574
Harnett,134214
Haywood,61971
Henderson,116748
Hertford,23659
Hoke,54764
Hyde,5230
Iredell,178435
Jackson,43327
Johnston,202675
Jones,9637
Lee,61452
Lenoir,55976
Lincoln,83770
McDowell,45507
Macon,35285
Madison,21763
Martin,22671
Mecklenburg,1093901
Mitchell,15000
Montgomery,27271
Moore,98682
Nash,94016
New Hanover,232274
Northampton,19676
Onslow,197683
Orange,146027
Pamlico,12670
Pasquotank,39639
Pender,62162
Perquimans,13422
Person,39507
Pitt,179914
Polk,20611
Randolph,143351
Richmond,44887
Robeson,131831
Rockingham,90690
Rowan,141262
Rutherford,66826
Sampson,63626
Scotland,34810
Stanly,62075
Stokes,45467
Surry,71948
Swain,14245
Transylvania,34215
Tyrrell,4131
Union,235908
Vance,44582
Wake,1092305
Warren,19807
Washington,11859
Watauga,55945
Wayne,123248
Wilkes,68557
Wilson,81455
Yadkin,37543
Yancey,17903
