Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Brazil	1021	15	2	N/A	4.87e-6	7e-8	5000	2307.69230769	1500	2.33333333333e-5	1.07692307692e-5	7e-6	228	4	NA	NA
Colombia	196	0	1	N/A	3.95e-6	0	980	392	245	1.975e-5	7.9e-6	4.9375e-6	68	0	5165	1.07e-4
Suriname	4	0	0	N/A	6.94e-6	0	20	8	5	3.47e-5	1.388e-5	8.675e-6	0	0	NA	NA
Uruguay	110	0	0	N/A	3.189e-5	0	550	220	137.5	1.5945e-4	6.378e-5	3.98625e-5	16	0	NA	NA
Chile	537	0	6	N/A	2.867e-5	0	2685	1074	671.25	1.4335e-4	5.734e-5	3.58375e-5	103	0	NA	NA
Barbados	6	0	0	N/A	2.093e-5	0	30	12	7.5	1.0465e-4	4.186e-5	2.61625e-5	1	0	NA	NA
Peru	318	5	1	N/A	9.94e-6	1.6e-7	1666.66666667	769.230769231	500	5.33333333333e-5	2.46153846154e-5	1.6e-5	84	2	4985	1.52e-4
Guyana	7	1	0	N/A	8.99e-6	1.28e-6	333.333333333	153.846153846	100	4.26666666667e-4	1.96923076923e-4	1.28e-4	0	0	NA	NA
Argentina	158	4	3	N/A	3.55e-6	9e-8	1333.33333333	615.384615385	400	3e-5	1.38461538462e-5	9e-6	30	1	NA	NA
Bolivia	19	0	0	N/A	1.67e-6	0	95	38	23.75	8.35e-6	3.34e-6	2.0875e-6	4	0	NA	NA
Venezuela	70	0	0	N/A	2.42e-6	0	350	140	87.5	1.21e-5	4.84e-6	3.025e-6	28	0	NA	NA
Ecuador	506	7	3	N/A	2.962e-5	4.1e-7	2333.33333333	1076.92307692	700	1.36666666667e-4	6.30769230769e-5	4.1e-5	139	2	2051	1.2e-4
