Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
San Juan	416.0	9.0	0.0	407.0	0.02692731	0.00058256	3000.0	1384.61538462	900.0	0.194186666667	0.0896246153846	0.058256
Weber-Morgan	1255.0	14.0	0.0	1241.0	N/A	N/A	4666.66666667	2153.84615385	1400.0	N/A	N/A	N/A
Wasatch	426.0	4.0	0.0	422.0	0.01281588	0.00012034	1333.33333333	615.384615385	400.0	0.0401133333333	0.0185138461538	0.012034
Bear River	1642.0	3.0	0.0	1639.0	N/A	N/A	1000.0	461.538461538	300.0	N/A	N/A	N/A
Tooele	275.0	0.0	0.0	275.0	0.0039338	0.0	1375.0	550.0	343.75	0.019669	0.0078676	0.00491725
Utah	4648.0	23.0	0.0	4625.0	0.00747011	3.696e-05	7666.66666667	3538.46153846	2300.0	0.01232	0.00568615384615	0.003696
Southeast Utah	41.0	0.0	0.0	41.0	N/A	N/A	205.0	82.0	51.25	N/A	N/A	N/A
TriCounty	56.0	0.0	0.0	56.0	N/A	N/A	280.0	112.0	70.0	N/A	N/A	N/A
Salt Lake	12758.0	117.0	0.0	12641.0	0.01106857	0.00010151	39000.0	18000.0	11700.0	0.0338366666667	0.0156169230769	0.010151
Summit	534.0	1.0	0.0	533.0	0.0127346	2.385e-05	333.333333333	153.846153846	100.0	0.00795	0.00366923076923	0.002385
Southwest Utah	1731.0	13.0	0.0	1718.0	N/A	N/A	4333.33333333	2000.0	1300.0	N/A	N/A	N/A
Central Utah	217.0	0.0	0.0	217.0	N/A	N/A	1085.0	434.0	271.25	N/A	N/A	N/A
Davis	1470.0	6.0	0.0	1464.0	0.00417954	1.706e-05	2000.0	923.076923077	600.0	0.00568666666667	0.00262461538462	0.001706
Unassigned	0.0	0.0	0.0	0.0	N/A	N/A	0.0	0.0	0.0	N/A	N/A	N/A
