Adams,102811
Allegheny,1218452
Armstrong,65263
Beaver,164742
Bedford,48176
Berks,420152
Blair,122492
Bradford,60833
Bucks,628195
Butler,187888
Cambria,131730
Cameron,4492
Carbon,64227
Centre,162805
Chester,522046
Clarion,38779
Clearfield,79388
Clinton,38684
Columbia,65456
Crawford,85063
Cumberland,251423
Dauphin,277097
Delaware,564751
Elk,30169
Erie,272061
Fayette,130441
Forest,7279
Franklin,154835
Fulton,14523
Greene,36506
Huntingdon,45168
Indiana,84501
Jefferson,43641
Juniata,24704
Lackawanna,210793
Lancaster,543557
Lawrence,86184
Lebanon,141314
Lehigh,368100
Luzerne,317646
Lycoming,113664
Mc Kean,40968
Mercer,110683
Mifflin,46222
Monroe,169507
Montgomery,828604
Montour,18240
Northampton,304807
Northumberland,91083
Perry,46139
Philadelphia,1584138
Pike,55933
Potter,16622
Schuylkill,142067
Snyder,40540
Somerset,73952
Sullivan,6071
Susquehanna,40589
Tioga,40763
Union,44785
Venango,51266
Warren,39498
Washington,207346
Wayne,51276
Westmoreland,350611
Wyoming,27046
York,448273
