Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Potter	0.06	0.06	3.6e-06	3.6e-06
Cumberland	6.168	6.168	2.453e-05	2.453e-05
Pike	10.779	10.779	0.00019272	0.00019272
Forest	0.0	0.0	0.0	0.0
Wayne	3.653	3.653	7.124e-05	7.124e-05
Fulton	0.0	0.0	0.0	0.0
Lackawanna	22.696	22.696	0.00010767	0.00010767
Dauphin	13.893	13.893	5.014e-05	5.014e-05
Huntingdon	1.25	1.25	2.769e-05	2.769e-05
Somerset	0.641	0.641	8.67e-06	8.67e-06
Cameron	0.0	0.0	0.0	0.0
Montgomery	110.846	110.846	0.00013377	0.00013377
Tioga	0.785	0.785	1.926e-05	1.926e-05
Washington	2.934	2.934	1.415e-05	1.415e-05
Bedford	2.695	2.695	5.594e-05	5.594e-05
Susquehanna	1.602	1.602	3.946e-05	3.946e-05
Erie	2.156	2.156	7.92e-06	7.92e-06
Bucks	61.142	61.142	9.733e-05	9.733e-05
Carbon	6.528	6.528	0.00010164	0.00010164
Bradford	0.816	0.816	1.341e-05	1.341e-05
Fayette	2.815	2.815	2.158e-05	2.158e-05
Jefferson	0.0	0.0	0.0	0.0
Schuylkill	11.618	11.618	8.178e-05	8.178e-05
Northumberland	0.448	0.448	4.92e-06	4.92e-06
Monroe	41.56	41.56	0.00024518	0.00024518
Lawrence	2.325	2.325	2.697e-05	2.697e-05
Delaware	80.964	80.964	0.00014336	0.00014336
Indiana	1.878	1.878	2.222e-05	2.222e-05
Mercer	2.635	2.635	2.381e-05	2.381e-05
Cambria	0.719	0.719	5.46e-06	5.46e-06
Mifflin	0.0	0.0	0.0	0.0
Columbia	5.27	5.27	8.051e-05	8.051e-05
Blair	0.221	0.221	1.8e-06	1.8e-06
Lehigh	118.931	118.931	0.00032309	0.00032309
Elk	0.0	0.0	0.0	0.0
Allegheny	36.23	36.23	2.973e-05	2.973e-05
Centre	3.653	3.653	2.244e-05	2.244e-05
Beaver	9.941	9.941	6.034e-05	6.034e-05
Northampton	63.777	63.777	0.00020924	0.00020924
Mc Kean	0.0	0.0	0.0	0.0
Adams	2.216	2.216	2.155e-05	2.155e-05
Wyoming	0.0	0.0	0.0	0.0
Chester	23.714	23.714	4.543e-05	4.543e-05
Venango	4.491	4.491	8.761e-05	8.761e-05
Franklin	2.635	2.635	1.702e-05	1.702e-05
Butler	5.569	5.569	2.964e-05	2.964e-05
Greene	1.077	1.077	2.951e-05	2.951e-05
Montour	2.336	2.336	0.00012804	0.00012804
Union	0.84	0.84	1.877e-05	1.877e-05
Lancaster	51.441	51.441	9.464e-05	9.464e-05
Westmoreland	10.24	10.24	2.921e-05	2.921e-05
Perry	5.897	5.897	0.00012782	0.00012782
Lycoming	1.134	1.134	9.98e-06	9.98e-06
Philadelphia	371.763	371.763	0.00023468	0.00023468
Clarion	0.162	0.162	4.16e-06	4.16e-06
Clearfield	0.026	0.026	3.2e-07	3.2e-07
Berks	35.392	35.392	8.424e-05	8.424e-05
Warren	0.85	0.85	2.153e-05	2.153e-05
Sullivan	0.0	0.0	0.0	0.0
Clinton	3.314	3.314	8.567e-05	8.567e-05
Crawford	0.773	0.773	9.09e-06	9.09e-06
Snyder	0.0	0.0	0.0	0.0
York	17.786	17.786	3.968e-05	3.968e-05
Armstrong	1.399	1.399	2.143e-05	2.143e-05
Lebanon	17.726	17.726	0.00012544	0.00012544
Juniata	1.982	1.982	8.022e-05	8.022e-05
Luzerne	104.379	104.379	0.0003286	0.0003286
