Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
British Columbia	725	14	0	0	0.00014441	2.79e-06	4666.66666667	2153.84615385	1400	0.00093	0.000429230769231	0.000279	0	0	-100	-100	36643	0.00717
Newfoundland and Labrador	102	0	0	0	0.00019473	0.0	510	204	127.5	0.00097365	0.00038946	0.0002434125	20	0	-57.4	100	1689	0.00324
Grand Princess	13	0	0	0	N/A	N/A	65	26	16.25	N/A	N/A	N/A	0	0	100	100	NA	NA
Prince Edward Island	9	0	0	0	5.816e-05	0.0	45	18	11.25	0.0002908	0.00011632	7.27e-05	4	0	100	100	455	0.0028769999999999998
Diamond Princess	0	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100	NA	NA
Ontario	994	18	0	0	6.881e-05	1.25e-06	6000	2769.23076923	1800	0.000416666666667	0.000192307692308	0.000125	136	5	-20	0	30960	0.002104
Nova Scotia	90	0	0	0	9.265e-05	0.0	450	180	112.5	0.00046325	0.0001853	0.0001158125	17	0	240	100	3739	0.003825
Quebec	2024	18	0	0	0.00024	2.13e-06	6000	2769.23076923	1800	0.00071	0.000327692307692	0.000213	392	10	35.2	400	34356	0.004024
Saskatchewan	95	0	0	0	8.131e-05	0.0	475	190	118.75	0.00040655	0.00016262	0.0001016375	0	0	-100	100	NA	NA
Alberta	542	2	0	0	0.00012472	4.6e-07	666.666666667	307.692307692	200	0.000153333333333	7.07692307692e-05	4.6e-05	56	0	-56.2	100	37673	0.008537
Manitoba	39	1	0	0	2.867e-05	7.4e-07	333.333333333	153.846153846	100	0.000246666666667	0.000113846153846	7.4e-05	3	1	200	100	6203	0.004503
Northwest Territories	1	0	0	0	2.242e-05	0.0	5	2	1.25	0.0001121	4.484e-05	2.8025e-05	0	0	100	100	300	0.006681
New Brunswick	45	0	0	0	5.828e-05	0.0	225	90	56.25	0.0002914	0.00011656	7.285e-05	12	0	-20	100	NA	NA
Yukon	3	0	0	0	7.431e-05	0.0	15	6	3.75	0.00037155	0.00014862	9.28875e-05	0	0	100	100	560	0.013633
