Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Prince Edward Island	0.246	0.246	1.59e-06	1.59e-06
Newfoundland and Labrador	4.291	4.291	8.19e-06	8.19e-06
New Brunswick	0.658	0.658	8.5e-07	8.5e-07
Yukon	0.18	0.18	4.45e-06	4.45e-06
Saskatchewan	5.453	5.453	4.67e-06	4.67e-06
British Columbia	16.244	16.244	3.24e-06	3.24e-06
Manitoba	1.162	1.162	8.5e-07	8.5e-07
Northwest Territories	0.283	0.283	6.36e-06	6.36e-06
Ontario	359.925	359.925	2.491e-05	2.491e-05
Grand Princess	0.0	0.0	N/A	N/A
Diamond Princess	0.0	0.0	N/A	N/A
Nova Scotia	19.573	19.573	2.015e-05	2.015e-05
Quebec	673.022	673.022	7.981e-05	7.981e-05
Alberta	68.947	68.947	1.587e-05	1.587e-05
