Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Cumberland	72.8	72.8	0.01093257	0.01093257
Logan	0.175	0.175	6.48e-06	6.48e-06
Oldham	0.043	0.043	6.4e-07	6.4e-07
Pike	-0.117	-0.117	-2e-06	-2e-06
Wayne	0.0	0.0	0.0	0.0
Powell	0.0	0.0	0.0	0.0
Pendleton	0.0	0.0	0.0	0.0
Lewis	0.0	0.0	0.0	0.0
Montgomery	0.539	0.539	1.911e-05	1.911e-05
McCreary	0.0	0.0	0.0	0.0
Webster	0.175	0.175	1.334e-05	1.334e-05
Bath	0.0	0.0	0.0	0.0
Larue	-0.0	0.0	-0.0	0.0
Russell	0.0	0.0	0.0	0.0
Woodford	0.0	0.0	0.0	0.0
Henderson	0.023	0.023	5e-07	5e-07
Caldwell	-0.117	-0.117	-9.17e-06	-9.17e-06
Washington	0.0	0.0	0.0	0.0
Graves	0.0	0.0	0.0	0.0
Breckinridge	0.0	0.0	0.0	0.0
Hardin	0.539	0.539	4.88e-06	4.88e-06
Martin	0.0	0.0	0.0	0.0
Fayette	0.362	0.362	1.12e-06	1.12e-06
Jefferson	13.195	13.195	1.712e-05	1.712e-05
Pulaski	0.898	0.898	1.39e-05	1.39e-05
Hopkins	0.0	0.0	0.0	0.0
Ohio	0.0	0.0	0.0	0.0
Lyon	0.539	0.539	6.729e-05	6.729e-05
Lawrence	0.0	0.0	0.0	0.0
Marion	-0.923	-0.923	-4.757e-05	-4.757e-05
Grayson	0.0	0.0	0.0	0.0
Mercer	0.0	0.0	0.0	0.0
McLean	0.0	0.0	0.0	0.0
Laurel	0.0	0.0	0.0	0.0
McCracken	0.874	0.874	1.338e-05	1.338e-05
Simpson	0.06	0.06	3.26e-06	3.26e-06
Henry	-1.408	-1.408	-8.745e-05	-8.745e-05
Carter	0.0	0.0	0.0	0.0
Madison	0.043	0.043	4.6e-07	4.6e-07
Boone	0.699	0.699	5.32e-06	5.32e-06
Edmonson	-0.308	-0.308	-2.507e-05	-2.507e-05
Scott	2.466	2.466	4.402e-05	4.402e-05
Bullitt	0.0	0.0	0.0	0.0
Breathitt	-0.18	-0.18	-1.412e-05	-1.412e-05
Christian	3.773	3.773	5.264e-05	5.264e-05
Marshall	0.0	0.0	0.0	0.0
Muhlenberg	-1.574	-1.574	-5.114e-05	-5.114e-05
Unassigned	0.0	0.0	N/A	N/A
Mason	-0.099	-0.099	-5.76e-06	-5.76e-06
Jessamine	0.539	0.539	1e-05	1e-05
Boyle	-0.058	-0.058	-1.94e-06	-1.94e-06
Calloway	0.359	0.359	9.18e-06	9.18e-06
Shelby	0.0	0.0	0.0	0.0
Allen	0.0	0.0	0.0	0.0
Franklin	0.18	0.18	3.54e-06	3.54e-06
Butler	0.0	0.0	0.0	0.0
Crittenden	0.0	0.0	0.0	0.0
Bourbon	0.359	0.359	1.78e-05	1.78e-05
Anderson	0.18	0.18	7.93e-06	7.93e-06
Campbell	0.699	0.699	7.51e-06	7.51e-06
Daviess	3.773	3.773	3.732e-05	3.732e-05
Hancock	0.0	0.0	0.0	0.0
Union	-2.154	-2.154	-0.0001485	-0.0001485
Perry	0.0	0.0	0.0	0.0
Clark	0.306	0.306	8.43e-06	8.43e-06
Meade	-0.058	-0.058	-2.03e-06	-2.03e-06
Greenup	0.0	0.0	0.0	0.0
Bracken	-0.0	0.0	-0.0	0.0
Carroll	-0.0	0.0	-0.0	0.0
Nicholas	0.0	0.0	0.0	0.0
Spencer	0.0	0.0	0.0	0.0
Barren	0.0	0.0	0.0	0.0
Menifee	0.18	0.18	2.785e-05	2.785e-05
Kenton	2.036	2.036	1.226e-05	1.226e-05
Warren	1.317	1.317	1.004e-05	1.004e-05
Johnson	0.0	0.0	0.0	0.0
Harrison	0.12	0.12	6.38e-06	6.38e-06
Taylor	0.0	0.0	0.0	0.0
Clinton	0.0	0.0	0.0	0.0
Boyd	0.0	0.0	0.0	0.0
Grant	0.0	0.0	0.0	0.0
Rockcastle	0.0	0.0	0.0	0.0
Adair	0.0	0.0	0.0	0.0
Nelson	0.18	0.18	3.92e-06	3.92e-06
