Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
British Columbia	1121	31	0	0	0.00022329	6.17e-06	10333.3333333	4769.23076923	3100	0.00205666666667	0.000949230769231	0.000617	108	7	100	100	45966	0.008994
Newfoundland and Labrador	183	1	0	0	0.00034938	1.91e-06	333.333333333	153.846153846	100	0.000636666666667	0.000293846153846	0.000191	8	0	-65.2	100	NA	NA
Grand Princess	13	0	0	0	N/A	N/A	65	26	16.25	N/A	N/A	N/A	0	0	100	100	NA	NA
Prince Edward Island	22	0	0	0	0.00014217	0.0	110	44	27.5	0.00071085	0.00028434	0.0001777125	1	0	100	100	NA	NA
Diamond Princess	0	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100	NA	NA
Ontario	2793	53	0	0	0.00019333	3.67e-06	17666.6666667	8153.84615385	5300	0.00122333333333	0.000564615384615	0.000367	401	16	-5.9	300	66753	0.004537
Nova Scotia	193	0	0	0	0.00019868	0.0	965	386	241.25	0.0009934	0.00039736	0.00024835	20	0	-23.1	100	NA	NA
Quebec	5518	36	0	0	0.00065431	4.27e-06	12000	5538.46153846	3600	0.00142333333333	0.000656923076923	0.000427	907	3	102	50	74542	0.008731
Saskatchewan	206	3	0	0	0.00017631	2.57e-06	1000	461.538461538	300	0.000856666666667	0.000395384615385	0.000257	13	0	44.4	-100	NA	NA
Alberta	969	13	0	0	0.00022298	2.99e-06	4333.33333333	2000	1300	0.000996666666667	0.00046	0.000299	215	4	235.9	300	57096	0.012938
Manitoba	167	1	0	0	0.00012276	7.4e-07	333.333333333	153.846153846	100	0.000246666666667	0.000113846153846	7.4e-05	40	0	66.7	100	11327	0.008223
Northwest Territories	2	0	0	0	4.485e-05	0.0	10	4	2.5	0.00022425	8.97e-05	5.60625e-05	0	0	-100	100	NA	NA
New Brunswick	91	0	0	0	0.00011786	0.0	455	182	113.75	0.0005893	0.00023572	0.000147325	10	0	-9.1	100	4520	0.005795
Yukon	6	0	0	0	0.00014863	0.0	30	12	7.5	0.00074315	0.00029726	0.0001857875	1	0	100	100	NA	NA
