Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
British Columbia	472	13	0	0	9.402e-05	2.59e-06	4333.33333333	2000	1300	0.000863333333333	0.000398461538462	0.000259	48	3	100	100	26681	0.00522
British Columbia	472	13	0	0	9.402e-05	2.59e-06	4333.33333333	2000	1300	0.000863333333333	0.000398461538462	0.000259	48	3	100	100	26681	0.00522
Newfoundland and Labrador	24	0	0	0	4.582e-05	0.0	120	48	30	0.0002291	9.164e-05	5.7275e-05	15	0	400	100	NA	NA
Grand Princess	13	0	0	0	N/A	N/A	65	26	16.25	N/A	N/A	N/A	0	0	-100	100	NA	NA
Prince Edward Island	3	0	0	0	1.939e-05	0.0	15	6	3.75	9.695e-05	3.878e-05	2.42375e-05	0	0	-100	100	NA	NA
Diamond Princess	0	1	0	0	N/A	N/A	333.333333333	153.846153846	100	N/A	N/A	N/A	0	0	100	100	NA	NA
Ontario	503	6	0	0	3.482e-05	4.2e-07	2000	923.076923077	600	0.00014	6.46153846154e-05	4.2e-05	78	1	62.5	-50	20089	0.001366
Ontario	503	6	0	0	3.482e-05	4.2e-07	2000	923.076923077	600	0.00014	6.46153846154e-05	4.2e-05	78	1	62.5	-50	20089	0.001366
Nova Scotia	41	0	0	0	4.221e-05	0.0	205	82	51.25	0.00021105	8.442e-05	5.27625e-05	13	0	85.7	100	2349	0.002403
Nova Scotia	41	0	0	0	4.221e-05	0.0	205	82	51.25	0.00021105	8.442e-05	5.27625e-05	13	0	85.7	100	2349	0.002403
Quebec	628	4	0	0	7.447e-05	4.7e-07	1333.33333333	615.384615385	400	0.000156666666667	7.23076923077e-05	4.7e-05	409	0	976.3	-100	NA	NA
Saskatchewan	66	0	0	0	5.649e-05	0.0	330	132	82.5	0.00028245	0.00011298	7.06125e-05	14	0	-46.2	100	NA	NA
Alberta	301	1	0	0	6.926e-05	2.3e-07	333.333333333	153.846153846	100	7.66666666667e-05	3.53846153846e-05	2.3e-05	42	0	-34.4	100	NA	NA
Manitoba	20	0	0	0	1.47e-05	0.0	100	40	25	7.35e-05	2.94e-05	1.8375e-05	0	0	-100	100	NA	NA
New Brunswick	17	0	0	0	2.202e-05	0.0	85	34	21.25	0.0001101	4.404e-05	2.7525e-05	0	0	100	100	NA	NA
