2020-01-23	0.0	1.0	0.0	0.0
2020-01-24	0.0	1.0	0.0	0.0
2020-01-25	0.0	1.0	0.0	0.0
2020-01-26	2.0	3.0	0.0	0.0
2020-01-27	0.0	3.0	0.0	0.0
2020-01-28	0.0	3.0	0.0	0.0
2020-01-29	0.0	3.0	0.0	0.0
2020-01-30	0.0	3.0	0.0	0.0
2020-01-31	0.0	3.0	0.0	0.0
2020-02-01	2.0	5.0	0.0	0.0
2020-02-02	0.0	5.0	0.0	0.0
2020-02-03	2.0	7.0	0.0	0.0
2020-02-04	0.0	7.0	0.0	0.0
2020-02-05	0.0	7.0	0.0	0.0
2020-02-06	0.0	7.0	0.0	0.0
2020-02-07	0.0	7.0	0.0	0.0
2020-02-08	0.0	7.0	0.0	0.0
2020-02-09	0.0	7.0	0.0	0.0
2020-02-10	0.0	7.0	0.0	0.0
2020-02-11	1.0	8.0	0.0	0.0
2020-02-12	0.0	8.0	0.0	0.0
2020-02-13	0.0	8.0	0.0	0.0
2020-02-14	0.0	8.0	0.0	0.0
2020-02-15	0.0	8.0	0.0	0.0
2020-02-16	0.0	8.0	0.0	0.0
2020-02-17	0.0	8.0	0.0	0.0
2020-02-18	0.0	8.0	0.0	0.0
2020-02-19	0.0	8.0	0.0	0.0
2020-02-20	0.0	8.0	0.0	0.0
2020-02-21	19.0	27.0	0.0	0.0
2020-02-22	0.0	27.0	0.0	0.0
2020-02-23	0.0	27.0	0.0	0.0
2020-02-24	18.0	45.0	0.0	0.0
2020-02-25	0.0	45.0	0.0	0.0
2020-02-26	6.0	51.0	0.0	0.0
2020-02-27	1.0	52.0	0.0	0.0
2020-02-28	2.0	54.0	0.0	0.0
2020-02-29	8.0	62.0	0.0	1.0
2020-03-01	3.0	65.0	0.0	1.0
2020-03-02	21.0	86.0	4.0	5.0
2020-03-03	20.0	106.0	2.0	7.0
2020-03-04	23.0	129.0	3.0	10.0
2020-03-05	50.0	179.0	1.0	11.0
2020-03-06	39.0	218.0	1.0	12.0
2020-03-07	141.0	359.0	4.0	16.0
2020-03-08	-9.0	350.0	4.0	20.0
2020-03-09	160.0	510.0	0.0	20.0
2020-03-10	449.0	959.0	8.0	28.0
2020-03-11	322.0	1281.0	8.0	36.0
2020-03-12	382.0	1663.0	4.0	40.0
2020-03-13	516.0	2179.0	7.0	47.0
2020-03-14	547.0	2726.0	7.0	54.0
2020-03-15	773.0	3499.0	9.0	63.0
2020-03-16	1133.0	4632.0	22.0	85.0
2020-03-17	1789.0	6421.0	23.0	108.0
2020-03-18	1365.0	7786.0	10.0	118.0
2020-03-19	5894.0	13680.0	82.0	200.0
2020-03-20	5420.0	19100.0	44.0	244.0
2020-03-21	6393.0	25493.0	63.0	307.0
2020-03-22	8151.0	33644.0	118.0	425.0
2020-03-23	10023.0	43667.0	127.0	552.0
2020-03-24	10073.0	53740.0	154.0	706.0
2020-03-25	12038.0	65778.0	236.0	942.0
2020-03-26	18058.0	83836.0	267.0	1209.0
2020-03-27	17821.0	101657.0	372.0	1581.0
2020-03-28	19821.0	121478.0	445.0	2026.0
2020-03-29	19431.0	140909.0	441.0	2467.0
2020-03-30	20928.0	161837.0	511.0	2978.0
2020-03-31	26335.0	188172.0	895.0	3873.0
2020-04-01	25200.0	213372.0	884.0	4757.0
2020-04-02	30081.0	243453.0	1169.0	5926.0
2020-04-03	32131.0	275584.0	1161.0	7087.0
2020-04-04	33264.0	308848.0	1320.0	8407.0
2020-04-05	28222.0	337070.0	1212.0	9619.0
2020-04-06	29595.0	366665.0	1164.0	10783.0
2020-04-07	29556.0	396221.0	1938.0	12721.0
2020-04-08	32826.0	429047.0	1973.0	14694.0
2020-04-09	28521.044	457568.044	1043.222	15737.222
2020-04-10	28258.846	485826.89	1033.632	16770.854
2020-04-11	27891.405	513718.29500000004	1020.192	17791.046
2020-04-12	27470.68	541188.9750000001	1004.803	18795.849
2020-04-13	26941.425	568130.4000000001	985.444	19781.292999999998
2020-04-14	26305.152	594435.5520000001	962.171	20743.463999999996
2020-04-15	25619.53	620055.0820000002	937.093	21680.556999999997
2020-04-16	24935.512	644990.5940000002	912.073	22592.629999999997
2020-04-17	24255.77	669246.3640000002	887.21	23479.839999999997
2020-04-18	23629.838	692876.2020000002	864.315	24344.154999999995
2020-04-19	23056.317	715932.5190000002	843.337	25187.491999999995
2020-04-20	22472.659	738405.1780000002	821.989	26009.480999999996
