Name	Confirmed	Deaths	Recovered	Active
Howard	81	0	0	0
Washington	6	0	0	0
Garrett	3	0	0	0
Montgomery	301	1	0	0
Kent	3	0	0	0
Somerset	1	0	0	0
Caroline	3	0	0	0
Dorchester	0	0	0	0
Prince George's	247	3	0	0
Harford	23	0	0	0
Anne Arundel	99	0	0	0
Frederick	24	0	0	0
Allegany	0	0	0	0
Wicomico	6	1	0	0
Saint Mary's	9	0	0	0
Baltimore	162	1	0	0
Queen Anne's	4	0	0	0
Charles	28	1	0	0
Carroll	82	0	0	0
Worcester	2	0	0	0
Baltimore City	129	2	0	0
Talbot	3	0	0	0
Unassigned	0	1	0	0
Calvert	10	0	0	0
Cecil	13	0	0	0
