Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Baltimore City	45.133	45.133	N/A	N/A
Somerset	0.0	0.0	0.0	0.0
Montgomery	89.847	89.847	8.536e-05	8.536e-05
Caroline	1.218	1.218	3.656e-05	3.656e-05
Queen Anne's	0.43	0.43	8.55e-06	8.55e-06
Frederick	24.732	24.732	9.674e-05	9.674e-05
Washington	5.19	5.19	3.439e-05	3.439e-05
Prince George's	128.253	128.253	0.00014104	0.00014104
Calvert	4.811	4.811	5.229e-05	5.229e-05
Garrett	0.22	0.22	7.53e-06	7.53e-06
Worcester	1.118	1.118	2.157e-05	2.157e-05
Talbot	0.938	0.938	2.538e-05	2.538e-05
Harford	7.426	7.426	2.924e-05	2.924e-05
Kent	0.624	0.624	3.218e-05	3.218e-05
Howard	18.405	18.405	5.695e-05	5.695e-05
Dorchester	0.523	0.523	1.634e-05	1.634e-05
Unassigned	0.0	0.0	N/A	N/A
Wicomico	2.116	2.116	2.05e-05	2.05e-05
Charles	14.133	14.133	8.751e-05	8.751e-05
Baltimore	74.496	74.496	8.992e-05	8.992e-05
Saint Mary's	4.97	4.97	4.412e-05	4.412e-05
Cecil	4.092	4.092	3.98e-05	3.98e-05
Carroll	10.839	10.839	6.435e-05	6.435e-05
Allegany	0.0	0.0	0.0	0.0
Anne Arundel	36.55	36.55	6.345e-05	6.345e-05
