Name	Confirmed	Deaths	Recovered	Active
Howard	96	1	0	0
Washington	7	0	0	0
Garrett	3	0	0	0
Montgomery	341	1	0	0
Kent	3	0	0	0
Somerset	1	0	0	0
Caroline	4	0	0	0
Dorchester	0	0	0	0
Prince George's	294	6	0	0
Harford	24	0	0	0
Anne Arundel	110	0	0	0
Frederick	26	0	0	0
Allegany	0	0	0	0
Wicomico	6	1	0	0
Saint Mary's	9	0	0	0
Baltimore	186	1	0	0
Queen Anne's	4	0	0	0
Charles	33	1	0	0
Carroll	82	1	0	0
Worcester	3	0	0	0
Baltimore City	152	2	0	0
Talbot	4	0	0	0
Unassigned	0	1	0	0
Calvert	12	0	0	0
Cecil	13	0	0	0
