Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Baltimore City	39.883	39.883	N/A	N/A
Somerset	0.0	0.0	0.0	0.0
Montgomery	74.317	74.317	7.061e-05	7.061e-05
Caroline	0.958	0.958	2.877e-05	2.877e-05
Queen Anne's	0.0	0.0	0.0	0.0
Frederick	21.199	21.199	8.292e-05	8.292e-05
Washington	4.731	4.731	3.135e-05	3.135e-05
Prince George's	108.211	108.211	0.000119	0.000119
Calvert	4.012	4.012	4.361e-05	4.361e-05
Garrett	0.12	0.12	4.11e-06	4.11e-06
Worcester	1.018	1.018	1.964e-05	1.964e-05
Talbot	0.778	0.778	2.106e-05	2.106e-05
Harford	5.27	5.27	2.075e-05	2.075e-05
Kent	0.624	0.624	3.218e-05	3.218e-05
Howard	15.81	15.81	4.892e-05	4.892e-05
Dorchester	0.0	0.0	0.0	0.0
Unassigned	0.0	0.0	N/A	N/A
Wicomico	1.617	1.617	1.567e-05	1.567e-05
Charles	12.815	12.815	7.935e-05	7.935e-05
Baltimore	65.693	65.693	7.93e-05	7.93e-05
Saint Mary's	4.372	4.372	3.88e-05	3.88e-05
Cecil	3.773	3.773	3.669e-05	3.669e-05
Carroll	9.881	9.881	5.867e-05	5.867e-05
Allegany	0.0	0.0	0.0	0.0
Anne Arundel	33.895	33.895	5.884e-05	5.884e-05
