Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Tests	Tests_per_capita
Turkey	18	0	0	N/A	2.2e-07	0.0	90	36	22.5	1.1e-06	4.4e-07	2.75e-07	12	0	NA	NA
Italy	27980	2158	2749	N/A	0.00046301	3.571e-05	719333.333333	332000	215800	0.0119033333333	0.00549384615385	0.003571	3233	349	137962	0.002284
Czech Republic	298	0	3	N/A	2.805e-05	0.0	1490	596	372.5	0.00014025	5.61e-05	3.50625e-05	45	0	NA	NA
Vatican	1	0	0	N/A	0.00124844	0.0	5	2	1.25	0.0062422	0.00249688	0.00156055	0	0	NA	NA
San Marino	109	7	4	N/A	0.00322628	0.00020719	2333.33333333	1076.92307692	700	0.0690633333333	0.0318753846154	0.020719	8	2	NA	NA
Luxembourg	77	1	0	N/A	0.0001267	1.65e-06	333.333333333	153.846153846	100	0.00055	0.000253846153846	0.000165	18	0	NA	NA
France	6665	149	12	N/A	9.95e-05	2.22e-06	49666.6666667	22923.0769231	14900	0.00074	0.000341538461538	0.000222	2143	58	NA	NA
Andorra	2	0	1	N/A	2.597e-05	0.0	10	4	2.5	0.00012985	5.194e-05	3.24625e-05	1	0	NA	NA
Georgia	33	0	1	N/A	8.84e-06	0.0	165	66	41.25	4.42e-05	1.768e-05	1.105e-05	0	0	NA	NA
Slovakia	63	0	0	N/A	1.157e-05	0.0	315	126	78.75	5.785e-05	2.314e-05	1.44625e-05	9	0	NA	NA
Ireland	169	2	0	N/A	3.482e-05	4.1e-07	666.666666667	307.692307692	200	0.000136666666667	6.30769230769e-05	4.1e-05	40	0	NA	NA
Norway	1333	3	1	N/A	0.00025083	5.6e-07	1000	461.538461538	300	0.000186666666667	8.61538461538e-05	5.6e-05	112	0	NA	NA
Lithuania	17	0	1	N/A	6.09e-06	0.0	85	34	21.25	3.045e-05	1.218e-05	7.6125e-06	5	0	624	2.23e-4
Israel	255	0	4	N/A	2.87e-05	0.0	1275	510	318.75	0.0001435	5.74e-05	3.5875e-05	4	0	NA	NA
Belarus	36	0	3	N/A	3.8e-06	0.0	180	72	45	1.9e-05	7.6e-06	4.75e-06	9	0	16000	0.001683
Iceland	180	0	0	N/A	0.00050909	0.0	900	360	225	0.00254545	0.00101818	0.0006363625	9	-5	NA	NA
Slovenia	253	1	0	N/A	0.00012238	4.8e-07	333.333333333	153.846153846	100	0.00016	7.38461538462e-05	4.8e-05	34	0	NA	NA
Germany	7272	17	67	N/A	8.769e-05	2e-07	5666.66666667	2615.38461538	1700	6.66666666667e-05	3.07692307692e-05	2e-05	1477	6	NA	NA
Bosnia and Herzegovina	25	0	0	N/A	7.52e-06	0.0	125	50	31.25	3.76e-05	1.504e-05	9.4e-06	1	0	NA	NA
Armenia	52	0	0	N/A	1.762e-05	0.0	260	104	65	8.81e-05	3.524e-05	2.2025e-05	26	0	NA	NA
Belgium	1058	5	1	N/A	9.263e-05	4.4e-07	1666.66666667	769.230769231	500	0.000146666666667	6.76923076923e-05	4.4e-05	172	1	NA	NA
Spain	9942	342	530	N/A	0.00021278	7.32e-06	114000	52615.3846154	34200	0.00244	0.00112615384615	0.000732	2144	53	NA	NA
Ukraine	7	1	0	N/A	1.6e-07	2e-08	333.333333333	153.846153846	100	6.66666666667e-06	3.07692307692e-06	2e-06	4	0	500	1.1e-5
Netherlands	1414	24	2	N/A	8.206e-05	1.39e-06	8000	3692.30769231	2400	0.000463333333333	0.000213846153846	0.000139	279	4	NA	NA
Denmark	933	3	1	N/A	0.00016093	5.2e-07	1000	461.538461538	300	0.000173333333333	8e-05	5.2e-05	58	1	NA	NA
Poland	177	4	13	N/A	4.66e-06	1.1e-07	1333.33333333	615.384615385	400	3.66666666667e-05	1.69230769231e-05	1.1e-05	58	1	NA	NA
Finland	277	0	10	N/A	5.02e-05	0.0	1385	554	346.25	0.000251	0.0001004	6.275e-05	33	0	NA	NA
