Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Italy	10149	631	724	N/A	0.00016794	1.044e-05	210333.333333	97076.9230769	63100	0.00348	0.00160615384615	0.001044	977	168
Czech Republic	41	0	0	N/A	3.86e-06	0.0	205	82	51.25	1.93e-05	7.72e-06	4.825e-06	10	0
Monaco	1	0	0	N/A	2.585e-05	0.0	5	2	1.25	0.00012925	5.17e-05	3.23125e-05	0	0
San Marino	51	2	0	N/A	0.00150955	5.92e-05	666.666666667	307.692307692	200	0.0197333333333	0.00910769230769	0.00592	15	1
Luxembourg	5	0	0	N/A	8.23e-06	0.0	25	10	6.25	4.115e-05	1.646e-05	1.02875e-05	2	0
France	1786	33	12	N/A	2.666e-05	4.9e-07	11000	5076.92307692	3300	0.000163333333333	7.53846153846e-05	4.9e-05	575	14
Andorra	1	0	0	N/A	1.299e-05	0.0	5	2	1.25	6.495e-05	2.598e-05	1.62375e-05	0	0
Georgia	15	0	0	N/A	4.02e-06	0.0	75	30	18.75	2.01e-05	8.04e-06	5.025e-06	0	0
Slovakia	7	0	0	N/A	1.29e-06	0.0	35	14	8.75	6.45e-06	2.58e-06	1.6125e-06	4	0
Ireland	34	0	0	N/A	7.01e-06	0.0	170	68	42.5	3.505e-05	1.402e-05	8.7625e-06	13	0
Norway	400	0	1	N/A	7.527e-05	0.0	2000	800	500	0.00037635	0.00015054	9.40875e-05	195	0
Lithuania	1	0	0	N/A	3.6e-07	0.0	5	2	1.25	1.8e-06	7.2e-07	4.5e-07	0	0
Israel	58	0	4	N/A	6.53e-06	0.0	290	116	72.5	3.265e-05	1.306e-05	8.1625e-06	19	0
Belarus	9	0	3	N/A	9.5e-07	0.0	45	18	11.25	4.75e-06	1.9e-06	1.1875e-06	3	0
Iceland	69	0	1	N/A	0.00019515	0.0	345	138	86.25	0.00097575	0.0003903	0.0002439375	11	0
Slovenia	31	0	0	N/A	1.499e-05	0.0	155	62	38.75	7.495e-05	2.998e-05	1.87375e-05	15	0
Germany	1457	2	18	N/A	1.757e-05	2e-08	666.666666667	307.692307692	200	6.66666666667e-06	3.07692307692e-06	2e-06	281	0
Bosnia and Herzegovina	5	0	0	N/A	1.5e-06	0.0	25	10	6.25	7.5e-06	3e-06	1.875e-06	2	0
Armenia	1	0	0	N/A	3.4e-07	0.0	5	2	1.25	1.7e-06	6.8e-07	4.25e-07	0	0
Belgium	267	0	1	N/A	2.338e-05	0.0	1335	534	333.75	0.0001169	4.676e-05	2.9225e-05	28	0
Spain	1695	35	32	N/A	3.628e-05	7.5e-07	11666.6666667	5384.61538462	3500	0.00025	0.000115384615385	7.5e-05	622	7
Ukraine	1	0	0	N/A	2e-08	0.0	5	2	1.25	1e-07	4e-08	2.5e-08	0	0
Netherlands	382	4	0	N/A	2.217e-05	2.3e-07	1333.33333333	615.384615385	400	7.66666666667e-05	3.53846153846e-05	2.3e-05	61	1
Denmark	262	0	1	N/A	4.519e-05	0.0	1310	524	327.5	0.00022595	9.038e-05	5.64875e-05	172	0
Poland	22	0	0	N/A	5.8e-07	0.0	110	44	27.5	2.9e-06	1.16e-06	7.25e-07	6	0
Finland	40	0	1	N/A	7.25e-06	0.0	200	80	50	3.625e-05	1.45e-05	9.0625e-06	10	0
Macedonia	7	0	0	N/A	3.36e-06	0.0	35	14	8.75	1.68e-05	6.72e-06	4.2e-06	4	0
Sweden	355	0	1	N/A	3.486e-05	0.0	1775	710	443.75	0.0001743	6.972e-05	4.3575e-05	107	0
Albania	10	0	0	N/A	3.49e-06	0.0	50	20	12.5	1.745e-05	6.98e-06	4.3625e-06	8	0
Croatia	14	0	0	N/A	3.42e-06	0.0	70	28	17.5	1.71e-05	6.84e-06	4.275e-06	2	0
Malta	5	0	0	N/A	1.034e-05	0.0	25	10	6.25	5.17e-05	2.068e-05	1.2925e-05	2	0
Vatican	1	0	0	N/A	0.00124844	0.0	5	2	1.25	0.0062422	0.00249688	0.00156055	NA	NA
Switzerland	491	3	3	N/A	5.765e-05	3.5e-07	1000	461.538461538	300	0.000116666666667	5.38461538462e-05	3.5e-05	117	1
Russia	10	0	3	N/A	7e-08	0.0	50	20	12.5	3.5e-07	1.4e-07	8.75e-08	-7	0
Bulgaria	4	0	0	N/A	5.7e-07	0.0	20	8	5	2.85e-06	1.14e-06	7.125e-07	0	0
Romania	25	0	3	N/A	1.28e-06	0.0	125	50	31.25	6.4e-06	2.56e-06	1.6e-06	10	0
West Bank and Gaza	25	0	0	N/A	5e-06	0.0	125	50	31.25	2.5e-05	1e-05	6.25e-06	NA	NA
Estonia	12	0	0	N/A	9.08e-06	0.0	60	24	15	4.54e-05	1.816e-05	1.135e-05	2	0
Portugal	41	0	0	N/A	3.99e-06	0.0	205	82	51.25	1.995e-05	7.98e-06	4.9875e-06	11	0
Liechtenstein	1	0	0	N/A	2.638e-05	0.0	5	2	1.25	0.0001319	5.276e-05	3.2975e-05	0	0
Azerbaijan	11	0	0	N/A	1.11e-06	0.0	55	22	13.75	5.55e-06	2.22e-06	1.3875e-06	2	0
United Kingdom	382	6	18	N/A	5.75e-06	9e-08	2000	923.076923077	600	3e-05	1.38461538462e-05	9e-06	382	6
Austria	182	0	4	N/A	2.057e-05	0.0	910	364	227.5	0.00010285	4.114e-05	2.57125e-05	51	0
Latvia	8	0	1	N/A	4.15e-06	0.0	40	16	10	2.075e-05	8.3e-06	5.1875e-06	2	0
Republic of Serbia	5	0	0	N/A	7.2e-07	0.0	25	10	6.25	3.6e-06	1.44e-06	9e-07	4	0
Greece	89	0	0	N/A	8.3e-06	0.0	445	178	111.25	4.15e-05	1.66e-05	1.0375e-05	16	0
Hungary	9	0	0	N/A	9.2e-07	0.0	45	18	11.25	4.6e-06	1.84e-06	1.15e-06	0	0
Cyprus	3	0	0	N/A	2.56e-06	0.0	15	6	3.75	1.28e-05	5.12e-06	3.2e-06	1	0
New Zealand	5	0	0	N/A	1.02e-06	0.0	25	10	6.25	5.1e-06	2.04e-06	1.275e-06	0	0
Australia	107	3	21	N/A	4.28e-06	1.2e-07	1000	461.538461538	300	4e-05	1.84615384615e-05	1.2e-05	31	-1
Algeria	20	0	0	N/A	4.7e-07	0.0	100	40	25	2.35e-06	9.4e-07	5.875e-07	0	0
Morocco	3	1	0	N/A	8e-08	3e-08	333.333333333	153.846153846	100	1e-05	4.61538461538e-06	3e-06	1	1
Egypt	59	1	1	N/A	6e-07	1e-08	333.333333333	153.846153846	100	3.33333333333e-06	1.53846153846e-06	1e-06	4	0
South Africa	7	0	0	N/A	1.2e-07	0.0	35	14	8.75	6e-07	2.4e-07	1.5e-07	4	0
Tunisia	5	0	0	N/A	4.3e-07	0.0	25	10	6.25	2.15e-06	8.6e-07	5.375e-07	3	0
Senegal	4	0	1	N/A	2.5e-07	0.0	20	8	5	1.25e-06	5e-07	3.125e-07	0	0
Togo	1	0	0	N/A	1.3e-07	0.0	5	2	1.25	6.5e-07	2.6e-07	1.625e-07	0	0
Nigeria	2	0	0	N/A	1e-08	0.0	10	4	2.5	5e-08	2e-08	1.25e-08	0	0
Cameroon	2	0	0	N/A	8e-08	0.0	10	4	2.5	4e-07	1.6e-07	1e-07	0	0
Burkina Faso	1	0	0	N/A	5e-08	0.0	5	2	1.25	2.5e-07	1e-07	6.25e-08	NA	NA
Afghanistan	5	0	0	N/A	1.3e-07	0.0	25	10	6.25	6.5e-07	2.6e-07	1.625e-07	1	0
Qatar	24	0	0	N/A	8.63e-06	0.0	120	48	30	4.315e-05	1.726e-05	1.07875e-05	6	0
Bangladesh	3	0	0	N/A	2e-08	0.0	15	6	3.75	1e-07	4e-08	2.5e-08	0	0
Bhutan	1	0	0	N/A	1.33e-06	0.0	5	2	1.25	6.65e-06	2.66e-06	1.6625e-06	0	0
Kuwait	69	0	1	N/A	1.668e-05	0.0	345	138	86.25	8.34e-05	3.336e-05	2.085e-05	5	0
