Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita
Sublette	3.0	0.0	0.0	3.0	0.00030572	0.0	15.0	6.0	3.75	0.0015286	0.00061144	0.00038215
Albany	28.0	0.0	0.0	28.0	0.00072537	0.0	140.0	56.0	35.0	0.00362685	0.00145074	0.0009067125
Natrona	88.0	0.0	0.0	88.0	0.0011123	0.0	440.0	176.0	110.0	0.0055615	0.0022246	0.001390375
Fremont	315.0	0.0	0.0	315.0	0.00796843	0.0	1575.0	630.0	393.75	0.03984215	0.01593686	0.0099605375
Sheridan	19.0	0.0	0.0	19.0	0.00062845	0.0	95.0	38.0	23.75	0.00314225	0.0012569	0.0007855625
Laramie	197.0	0.0	0.0	197.0	0.00199038	0.0	985.0	394.0	246.25	0.0099519	0.00398076	0.002487975
Teton	107.0	0.0	0.0	107.0	0.00463585	0.0	535.0	214.0	133.75	0.02317925	0.0092717	0.0057948125
Washakie	39.0	0.0	0.0	39.0	0.0049461	0.0	195.0	78.0	48.75	0.0247305	0.0098922	0.006182625
Converse	24.0	0.0	0.0	24.0	0.00175953	0.0	120.0	48.0	30.0	0.00879765	0.00351906	0.0021994125
Park	8.0	0.0	0.0	8.0	0.00027281	0.0	40.0	16.0	10.0	0.00136405	0.00054562	0.0003410125
Hot Springs	12.0	0.0	0.0	12.0	0.00263447	0.0	60.0	24.0	15.0	0.01317235	0.00526894	0.0032930875
Carbon	21.0	0.0	0.0	21.0	0.00140271	0.0	105.0	42.0	26.25	0.00701355	0.00280542	0.0017533875
Platte	1.0	0.0	0.0	1.0	0.00011674	0.0	5.0	2.0	1.25	0.0005837	0.00023348	0.000145925
Lincoln	15.0	0.0	0.0	15.0	0.00077184	0.0	75.0	30.0	18.75	0.0038592	0.00154368	0.0009648
Johnson	19.0	1.0	0.0	18.0	0.00224586	0.0001182	333.333333333	153.846153846	100.0	0.0394	0.0181846153846	0.01182
Big Horn	11.0	0.0	0.0	11.0	0.00092585	0.0	55.0	22.0	13.75	0.00462925	0.0018517	0.0011573125
Goshen	5.0	0.0	0.0	5.0	0.0003738	0.0	25.0	10.0	6.25	0.001869	0.0007476	0.00046725
Sweetwater	43.0	0.0	0.0	43.0	0.00099882	0.0	215.0	86.0	53.75	0.0049941	0.00199764	0.001248525
Weston	1.0	0.0	0.0	1.0	0.00014353	0.0	5.0	2.0	1.25	0.00071765	0.00028706	0.0001794125
Crook	6.0	0.0	0.0	6.0	0.00080537	0.0	30.0	12.0	7.5	0.00402685	0.00161074	0.0010067125
Unassigned	0.0	17.0	0.0	-17.0	N/A	N/A	5666.66666667	2615.38461538	1700.0	N/A	N/A	N/A
Uinta	104.0	0.0	0.0	104.0	0.00512341	0.0	520.0	208.0	130.0	0.02561705	0.01024682	0.0064042625
Campbell	46.0	0.0	0.0	46.0	0.00099697	0.0	230.0	92.0	57.5	0.00498485	0.00199394	0.0012462125
Niobrara	2.0	0.0	0.0	2.0	0.00083752	0.0	10.0	4.0	2.5	0.0041876	0.00167504	0.0010469
