Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change
Goshen	2	0	0	0	0.00014952	0.0	10	4	2.5	0.0007476	0.00029904	0.0001869	1	0	100	0
Albany	4	0	0	0	0.00010362	0.0	20	8	5	0.0005181	0.00020724	0.000129525	1	0	100	0
Lincoln	1	0	0	0	5.146e-05	0.0	5	2	1.25	0.0002573	0.00010292	6.4325e-05	NA	NA	100	0
Sweetwater	3	0	0	0	6.968e-05	0.0	15	6	3.75	0.0003484	0.00013936	8.71e-05	0	0	-100	0
Natrona	21	0	0	0	0.00026544	0.0	105	42	26.25	0.0013272	0.00053088	0.0003318	2	0	-50	0
Johnson	8	0	0	0	0.00094563	0.0	40	16	10	0.00472815	0.00189126	0.0011820375	0	0	-100	0
Park	1	0	0	0	3.41e-05	0.0	5	2	1.25	0.0001705	6.82e-05	4.2625e-05	0	0	100	0
Converse	3	0	0	0	0.00021994	0.0	15	6	3.75	0.0010997	0.00043988	0.000274925	1	0	100	0
Fremont	27	0	0	0	0.00068301	0.0	135	54	33.75	0.00341505	0.00136602	0.0008537625	1	0	0	0
Sheridan	10	0	0	0	0.00033076	0.0	50	20	12.5	0.0016538	0.00066152	0.00041345	0	0	100	0
Laramie	37	0	0	0	0.00037383	0.0	185	74	46.25	0.00186915	0.00074766	0.0004672875	1	0	-85.7	0
unassigned	0	0	0	0	N/A	N/A	0	0	0	N/A	N/A	N/A	0	0	100	0
Washakie	2	0	0	0	0.00025365	0.0	10	4	2.5	0.00126825	0.0005073	0.0003170625	1	0	100	0
Uinta	1	0	0	0	4.926e-05	0.0	5	2	1.25	0.0002463	9.852e-05	6.1575e-05	0	0	100	0
Sublette	1	0	0	0	0.00010191	0.0	5	2	1.25	0.00050955	0.00020382	0.0001273875	0	0	100	0
Campbell	6	0	0	0	0.00013004	0.0	30	12	7.5	0.0006502	0.00026008	0.00016255	0	0	-100	0
Carbon	3	0	0	0	0.00020039	0.0	15	6	3.75	0.00100195	0.00040078	0.0002504875	0	0	100	0
Teton	32	0	0	0	0.00138642	0.0	160	64	40	0.0069321	0.00277284	0.001733025	3	0	0	0
