Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Sublette	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Albany	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Natrona	1	0	0	0	1.264e-5	0	5	2	1.25	6.32e-5	2.528e-5	1.58e-5	0	0
Fremont	10	0	0	0	2.5297e-4	0	50	20	12.5	0.00126485	5.0594e-4	3.162125e-4	0	0
Sheridan	4	0	0	0	1.3231e-4	0	20	8	5	6.6155e-4	2.6462e-4	1.653875e-4	0	0
Laramie	6	0	0	0	6.062e-5	0	30	12	7.5	3.031e-4	1.2124e-4	7.5775e-5	0	0
Teton	2	0	0	0	8.665e-5	0	10	4	2.5	4.3325e-4	1.733e-4	1.083125e-4	0	0
Washakie	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Converse	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Park	1	0	0	0	3.41e-5	0	5	2	1.25	1.705e-4	6.82e-5	4.2625e-5	0	0
Hot Springs	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Carbon	1	0	0	0	6.68e-5	0	5	2	1.25	3.34e-4	1.336e-4	8.35e-5	0	0
Platte	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincoln	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Johnson	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Big Horn	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Goshen	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sweetwater	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weston	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Crook	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uinta	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Campbell	1	0	0	0	2.167e-5	0	5	2	1.25	1.0835e-4	4.334e-5	2.70875e-5	0	0
Niobrara	0	0	0	0	0	0	0	0	0	0	0	0	0	0
