Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Brazil	4579	159	120	4300	2.186e-5	7.6e-7	53000	24461.5384615	15900	2.53333333333e-4	1.16923076923e-4	7.6e-5	NA	NA
Belize	3	0	0	3	7.83e-6	0	15	6	3.75	3.915e-5	1.566e-5	9.7875e-6	NA	NA
Colombia	798	12	15	771	1.607e-5	2.4e-7	4000	1846.15384615	1200	8e-5	3.69230769231e-5	2.4e-5	NA	NA
Suriname	8	0	0	8	1.389e-5	0	40	16	10	6.945e-5	2.778e-5	1.73625e-5	NA	NA
Uruguay	310	1	0	309	8.987e-5	2.9e-7	333.333333333	153.846153846	100	9.66666666667e-5	4.46153846154e-5	2.9e-5	NA	NA
Peru	950	24	53	873	2.97e-5	7.5e-7	8000	3692.30769231	2400	2.5e-4	1.15384615385e-4	7.5e-5	NA	NA
Ecuador	1962	60	3	1899	1.1484e-4	3.51e-6	20000	9230.76923077	6000	0.00117	5.4e-4	3.51e-4	NA	NA
Chile	2449	8	156	2285	1.3076e-4	4.3e-7	2666.66666667	1230.76923077	800	1.43333333333e-4	6.61538461538e-5	4.3e-5	NA	NA
Guyana	8	1	0	7	1.027e-5	1.28e-6	333.333333333	153.846153846	100	4.26666666667e-4	1.96923076923e-4	1.28e-4	NA	NA
Grenada	9	0	0	9	8.075e-5	0	45	18	11.25	4.0375e-4	1.615e-4	1.009375e-4	NA	NA
Argentina	820	23	228	569	1.843e-5	5.2e-7	7666.66666667	3538.46153846	2300	1.73333333333e-4	8e-5	5.2e-5	NA	NA
Bolivia	97	4	0	93	8.54e-6	3.5e-7	1333.33333333	615.384615385	400	1.16666666667e-4	5.38461538462e-5	3.5e-5	NA	NA
Venezuela	135	3	39	93	4.68e-6	1e-7	1000	461.538461538	300	3.33333333333e-5	1.53846153846e-5	1e-5	NA	NA
Barbados	33	0	0	33	1.1513e-4	0	165	66	41.25	5.7565e-4	2.3026e-4	1.439125e-4	NA	NA
