Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Tests	Tests_per_capita
Brazil	22192	1223	173	20796	1.0594e-4	5.84e-6	407666.666667	188153.846154	122300	0.00194666666667	8.98461538462e-4	5.84e-4	62985	2.96e-4
Belize	14	2	0	12	3.655e-5	5.22e-6	666.666666667	307.692307692	200	0.00174	8.03076923077e-4	5.22e-4	364	9.15e-4
Colombia	2776	109	270	2397	5.591e-5	2.2e-6	36333.3333333	16769.2307692	10900	7.33333333333e-4	3.38461538462e-4	2.2e-4	41765	8.21e-4
Suriname	10	1	4	5	1.736e-5	1.74e-6	333.333333333	153.846153846	100	5.8e-4	2.67692307692e-4	1.74e-4	NA	NA
Uruguay	480	7	231	242	1.3916e-4	2.03e-6	2333.33333333	1076.92307692	700	6.76666666667e-4	3.12307692308e-4	2.03e-4	8774	0.002526
Peru	7519	193	1798	5528	2.3505e-4	6.03e-6	64333.3333333	29692.3076923	19300	0.00201	9.27692307692e-4	6.03e-4	76506	0.00232
Ecuador	7466	333	501	6632	4.3701e-4	1.949e-5	111000	51230.7692308	33300	0.00649666666667	0.00299846153846	0.001949	23635	0.00134
Chile	7213	80	2059	5074	3.8512e-4	4.27e-6	26666.6666667	12307.6923077	8000	0.00142333333333	6.56923076923e-4	4.27e-4	82271	0.004304
Guyana	45	6	8	31	5.777e-5	7.7e-6	2000	923.076923077	600	0.00256666666667	0.00118461538462	7.7e-4	193	2.45e-4
Grenada	14	0	0	14	1.2561e-4	0	70	28	17.5	6.2805e-4	2.5122e-4	1.570125e-4	92	8.18e-4
Argentina	2142	90	468	1584	4.814e-5	2.02e-6	30000	13846.1538462	9000	6.73333333333e-4	3.10769230769e-4	2.02e-4	19758	4.37e-4
Bolivia	300	24	2	274	2.642e-5	2.11e-6	8000	3692.30769231	2400	7.03333333333e-4	3.24615384615e-4	2.11e-4	2185	1.87e-4
Venezuela	181	9	93	79	6.27e-6	3.1e-7	3000	1384.61538462	900	1.03333333333e-4	4.76923076923e-5	3.1e-5	181335	0.006377
Barbados	71	4	11	56	2.477e-4	1.395e-5	1333.33333333	615.384615385	400	0.00465	0.00214615384615	0.001395	805	0.002801
