Name	Predicted_New_Cases	Total_Predicted_New_Cases	Predicted_New_per_capita	Predicted_Total_per_capita
Shasta	1.916	1.916	1.064e-05	1.064e-05
Yuba	0.319	0.319	4.09e-06	4.09e-06
Alpine	-0.563	-0.563	-0.00051169	-0.00051169
San Mateo	33.715	33.715	4.381e-05	4.381e-05
Sutter	-0.783	-0.783	-8.09e-06	-8.09e-06
Riverside	80.844	80.844	3.299e-05	3.299e-05
Sacramento	36.17	36.17	2.347e-05	2.347e-05
Butte	0.479	0.479	2.07e-06	2.07e-06
Ventura	13.654	13.654	1.604e-05	1.604e-05
Kern	22.337	22.337	2.491e-05	2.491e-05
San Benito	0.287	0.287	4.66e-06	4.66e-06
San Bernardino	33.296	33.296	1.533e-05	1.533e-05
Kings	-0.935	-0.935	-6.18e-06	-6.18e-06
Madera	0.092	0.092	5.8e-07	5.8e-07
Fresno	6.947	6.947	6.99e-06	6.99e-06
Glenn	-1.807	-1.807	-6.442e-05	-6.442e-05
Tulare	12.516	12.516	2.687e-05	2.687e-05
Santa Barbara	13.055	13.055	2.924e-05	2.924e-05
San Joaquin	6.288	6.288	8.35e-06	8.35e-06
Alameda	41.201	41.201	2.472e-05	2.472e-05
Placer	5.126	5.126	1.304e-05	1.304e-05
Siskiyou	0.06	0.06	1.37e-06	1.37e-06
Solano	4.372	4.372	9.79e-06	9.79e-06
Contra Costa	27.667	27.667	2.405e-05	2.405e-05
Del Norte	0.0	0.0	0.0	0.0
Humboldt	3.354	3.354	2.459e-05	2.459e-05
Calaveras	0.24	0.24	5.25e-06	5.25e-06
Santa Clara	24.813	24.813	1.281e-05	1.281e-05
Lake	-6.528	-6.528	-0.00010139	-0.00010139
San Francisco	27.128	27.128	3.071e-05	3.071e-05
Unassigned	-0.611	-0.611	N/A	N/A
Stanislaus	5.449	5.449	9.91e-06	9.91e-06
Amador	0.12	0.12	3.04e-06	3.04e-06
Plumas	-0.008	-0.008	-4e-07	-4e-07
Los Angeles	474.645	474.645	4.697e-05	4.697e-05
Mono	0.598	0.598	4.197e-05	4.197e-05
Monterey	3.354	3.354	7.7e-06	7.7e-06
Sonoma	5.21	5.21	1.042e-05	1.042e-05
Tuolumne	-1.574	-1.574	-2.885e-05	-2.885e-05
Colusa	0.0	0.0	0.0	0.0
Santa Cruz	3.533	3.533	1.288e-05	1.288e-05
San Luis Obispo	1.254	1.254	4.42e-06	4.42e-06
Marin	6.021	6.021	2.319e-05	2.319e-05
El Dorado	0.898	0.898	4.71e-06	4.71e-06
Tehama	-0.35	-0.35	-5.47e-06	-5.47e-06
Inyo	0.397	0.397	2.206e-05	2.206e-05
Yolo	2.036	2.036	9.24e-06	9.24e-06
San Diego	100.366	100.366	3.002e-05	3.002e-05
Imperial	4.372	4.372	2.404e-05	2.404e-05
Merced	2.575	2.575	9.37e-06	9.37e-06
Nevada	0.767	0.767	7.69e-06	7.69e-06
Napa	0.821	0.821	5.89e-06	5.89e-06
Mendocino	0.0	0.0	0.0	0.0
Orange	49.944	49.944	1.568e-05	1.568e-05
