Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Red Lake	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Goodhue	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Olmsted	16	0	0	0	0.00010238	0.0	80	32	20	0.0005119	0.00020476	0.000127975	2	0
Pine	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Mower	6	0	0	0	0.00014996	0.0	30	12	7.5	0.0007498	0.00029992	0.00018745	0	0
Nicollet	3	0	0	0	8.767e-05	0.0	15	6	3.75	0.00043835	0.00017534	0.0001095875	0	0
Dodge	2	0	0	0	9.605e-05	0.0	10	4	2.5	0.00048025	0.0001921	0.0001200625	0	0
Brown	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Pennington	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Mahnomen	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Freeborn	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Kittson	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Renville	1	0	0	0	6.844e-05	0.0	5	2	1.25	0.0003422	0.00013688	8.555e-05	0	0
Chippewa	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Washington	10	0	0	0	3.858e-05	0.0	50	20	12.5	0.0001929	7.716e-05	4.8225e-05	3	0
Itasca	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Dakota	18	0	0	0	4.231e-05	0.0	90	36	22.5	0.00021155	8.462e-05	5.28875e-05	7	0
Polk	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Kandiyohi	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Jackson	1	0	0	0	0.0001009	0.0	5	2	1.25	0.0005045	0.0002018	0.000126125	0	0
Waseca	2	0	0	0	0.000107	0.0	10	4	2.5	0.000535	0.000214	0.00013375	1	0
Grant	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Wright	3	0	0	0	2.2e-05	0.0	15	6	3.75	0.00011	4.4e-05	2.75e-05	0	0
Wilkin	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Rice	2	0	0	0	3.006e-05	0.0	10	4	2.5	0.0001503	6.012e-05	3.7575e-05	1	0
Morrison	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Redwood	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Cook	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Swift	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Mille Lacs	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Hennepin	89	0	0	0	7.067e-05	0.0	445	178	111.25	0.00035335	0.00014134	8.83375e-05	32	0
Rock	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Meeker	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
Traverse	0	0	0	0	0.0	0.0	0	0	0	0.0	0.0	0.0	0	0
