Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily
Yuma	2	0	0	0	9.43e-6	0	10	4	2.5	4.715e-5	1.886e-5	1.17875e-5	1	0
Pinal	17	0	0	0	3.802e-5	0	85	34	21.25	1.901e-4	7.604e-5	4.7525e-5	1	0
Greenlee	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Maricopa	139	2	0	0	3.151e-5	4.5e-7	666.666666667	307.692307692	200	1.5e-4	6.92307692308e-5	4.5e-5	58	0
Mohave	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gila	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Santa Cruz	1	0	0	0	2.15e-5	0	5	2	1.25	1.075e-4	4.3e-5	2.6875e-5	0	0
Cochise	1	0	0	0	7.89e-6	0	5	2	1.25	3.945e-5	1.578e-5	9.8625e-6	0	0
Yavapai	3	0	0	0	1.293e-5	0	15	6	3.75	6.465e-5	2.586e-5	1.61625e-5	0	0
Coconino	17	0	0	0	1.19e-4	0	85	34	21.25	5.95e-4	2.38e-4	1.4875e-4	3	0
Pima	24	0	0	0	2.31e-5	0	120	48	30	1.155e-4	4.62e-5	2.8875e-5	7	0
Apache	4	0	0	0	5.57e-5	0	20	8	5	2.785e-4	1.114e-4	6.9625e-5	1	0
Navajo	25	0	0	0	2.2636e-4	0	125	50	31.25	0.0011318	4.5272e-4	2.8295e-4	12	0
Graham	2	0	0	0	5.253e-5	0	10	4	2.5	2.6265e-4	1.0506e-4	6.56625e-5	0	0
La Paz	0	0	0	0	0	0	0	0	0	0	0	0	0	0
