Name	Confirmed	Deaths	Recovered	Active	Confirmed_per_capita	Deaths_per_capita	IFR_0.30_expected	IFR_0.65_expected	IFR_1.0_expected	IFR_0.30_expected_per_capita	IFR_0.65_expected_per_capita	IFR_1.0_expected_per_capita	Confirmed_daily	Deaths_daily	Confirmed_change	Deaths_change	Tests	Tests_per_capita
Afghanistan	22	0	1	N/A	5.9e-7	0	110	44	27.5	2.95e-6	1.18e-6	7.375e-7	0	0	0	0	NA	NA
Qatar	460	0	4	N/A	1.6537e-4	0	2300	920	575	8.2685e-4	3.3074e-4	2.067125e-4	8	0	0	0	NA	NA
Bangladesh	17	1	3	N/A	1.1e-7	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	3	0	0	0	NA	NA
Bhutan	1	0	0	N/A	1.33e-6	0	5	2	1.25	6.65e-6	2.66e-6	1.6625e-6	0	0	0	0	NA	NA
India	194	4	15	N/A	1.4e-7	0	1333.33333333	615.384615385	400	7e-7	2.8e-7	1.75e-7	38	1	0	0	NA	NA
Nepal	1	0	1	N/A	4e-8	0	5	2	1.25	2e-7	8e-8	5e-8	0	0	0	0	NA	NA
Cambodia	37	0	1	N/A	2.28e-6	0	185	74	46.25	1.14e-5	4.56e-6	2.85e-6	2	0	0	0	NA	NA
Bahrain	278	1	100	N/A	1.7713e-4	6.4e-7	333.333333333	153.846153846	100	2.13333333333e-4	9.84615384615e-5	6.4e-5	22	0	0	0	17022	0.010846
Brunei	75	0	0	N/A	1.7484e-4	0	375	150	93.75	8.742e-4	3.4968e-4	2.1855e-4	7	0	0	0	NA	NA
Saudi Arabia	274	0	6	N/A	8.13e-6	0	1370	548	342.5	4.065e-5	1.626e-5	1.01625e-5	103	0	0	0	NA	NA
Iran	18407	1284	5710	N/A	2.2502e-4	1.57e-5	428000	197538.461538	128400	0.00523333333333	0.00241538461538	0.00157	1046	149	0	0	NA	NA
Singapore	345	0	114	N/A	6.118e-5	0	1725	690	431.25	3.059e-4	1.2236e-4	7.6475e-5	32	0	0	0	NA	NA
Jordan	69	0	1	N/A	6.93e-6	0	345	138	86.25	3.465e-5	1.386e-5	8.6625e-6	17	0	0	0	NA	NA
Kuwait	148	0	18	N/A	3.577e-5	0	740	296	185	1.7885e-4	7.154e-5	4.47125e-5	6	0	0	0	NA	NA
China	81156	3249	70535	N/A	5.827e-5	2.33e-6	1083000	499846.153846	324900	7.76666666667e-4	3.58461538462e-4	2.33e-4	54	8	0	0	NA	NA
Iraq	192	13	43	N/A	5e-6	3.4e-7	4333.33333333	2000	1300	1.13333333333e-4	5.23076923077e-5	3.4e-5	28	1	0	0	NA	NA
Kazakhstan	44	0	0	N/A	2.41e-6	0	220	88	55	1.205e-5	4.82e-6	3.0125e-6	9	0	0	0	NA	NA
Kyrgyzstan	3	0	0	N/A	4.7e-7	0	15	6	3.75	2.35e-6	9.4e-7	5.875e-7	0	0	0	0	NA	NA
Maldives	13	0	0	N/A	2.521e-5	0	65	26	16.25	1.2605e-4	5.042e-5	3.15125e-5	0	0	0	0	NA	NA
Oman	48	0	12	N/A	9.94e-6	0	240	96	60	4.97e-5	1.988e-5	1.2425e-5	9	0	0	0	NA	NA
Philippines	217	17	8	N/A	2.03e-6	1.6e-7	5666.66666667	2615.38461538	1700	5.33333333333e-5	2.46153846154e-5	1.6e-5	15	-2	0	0	872	8.3e-6
Indonesia	311	25	11	N/A	1.16e-6	9e-8	8333.33333333	3846.15384615	2500	3e-5	1.38461538462e-5	9e-6	84	6	0	0	1651	6.05e-6
Vietnam	85	0	16	N/A	8.9e-7	0	425	170	106.25	4.45e-6	1.78e-6	1.1125e-6	10	0	0	0	15009	1.55e-4
Mongolia	6	0	0	N/A	1.89e-6	0	30	12	7.5	9.45e-6	3.78e-6	2.3625e-6	0	0	0	0	NA	NA
Thailand	272	1	42	N/A	3.92e-6	1e-8	333.333333333	153.846153846	100	3.33333333333e-6	1.53846153846e-6	1e-6	60	0	0	0	8191	1.18e-4
Taiwan	108	1	26	N/A	4.54e-6	4e-8	333.333333333	153.846153846	100	1.33333333333e-5	6.15384615385e-6	4e-6	8	0	0	0	21396	9e-4
Pakistan	454	2	13	N/A	2.14e-6	1e-8	666.666666667	307.692307692	200	3.33333333333e-6	1.53846153846e-6	1e-6	155	2	0	0	NA	NA
United Arab Emirates	140	0	31	N/A	1.454e-5	0	700	280	175	7.27e-5	2.908e-5	1.8175e-5	27	0	0	0	NA	NA
Lebanon	157	4	4	N/A	2.292e-5	5.8e-7	1333.33333333	615.384615385	400	1.93333333333e-4	8.92307692308e-5	5.8e-5	24	1	0	0	NA	NA
Uzbekistan	23	0	0	N/A	7e-7	0	115	46	28.75	3.5e-6	1.4e-6	8.75e-7	8	0	0	0	NA	NA
Malaysia	900	2	75	N/A	2.846e-5	6e-8	666.666666667	307.692307692	200	2e-5	9.23076923077e-6	6e-6	110	0	0	0	NA	NA
Sri Lanka	60	0	3	N/A	2.77e-6	0	300	120	75	1.385e-5	5.54e-6	3.4625e-6	9	0	0	0	NA	NA
Japan	924	29	150	N/A	7.3e-6	2.3e-7	9666.66666667	4461.53846154	2900	7.66666666667e-5	3.53846153846e-5	2.3e-5	35	0	0	0	14901	1.17e-4
South Korea	8565	91	1540	N/A	1.6588e-4	1.76e-6	30333.3333333	14000	9100	5.86666666667e-4	2.70769230769e-4	1.76e-4	152	7	0	0	316664	0.006124
